"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","adjP","Pathway","DEgenesInCat"
"47","R-HSA-421270","3e-04","0.9999","19","63","0.0154","Cell-cell junction organization","CDH2::CDH3::CDH6::CDH7::CDH11::CDH13::CDH18::CLDN16::CLDN4::CLDN3::CADM1::NECTIN3::CLDN11::PVR::NECTIN4::CLDN10::CLDN8::CLDN6::CLDN1"
"48","R-HSA-372790","4e-04","0.9997","170","1127","0.0164","Signaling by GPCR","AKT3::ARHGEF33::LPAR6::CALCRL::RAMP2::RAMP1::RAMP3::ADCY1::ADCY2::CYSLTR1::NPFFR2::UTS2::GPR176::HRH3::ADCY7::ARHGEF25::ADCYAP1::SDR9C7::CCR7::CCR8::CMKLR1::PROKR2::ADM::ADORA2B::ADRA1B::ADRA2A::PLB1::ADRA2C::CX3CR1::ADRB2::AWAT2::DGKA::DGKB::DRD1::HBEGF::AGTR1::S1PR1::LPAR1::EDN1::EDNRB::EGFR::ADGRE1::FGD2::LPAR3::FPR1::GAST::FZD2::GABBR1::UTS2B::TAS2R46::TIAM2::OR10A3::HCAR1::C5AR2::P2RY10::GNA15::GNG10::GNG11::GNGT2::GPR15::GPR17::GPR20::FFAR2::GRM3::GRM4::GRM8::CXCL1::CXCL2::CXCL3::GRPR::GUCY2D::ANXA1::HRH1::HSPG2::APOA1::HTR1D::HTR2C::APOA2::HTR4::IAPP::HCAR2::APOE::CXCL8::KISS1::NPSR1::OR5AU1::LRP1::LRP2::ARRB1::MC4R::MCF2::ARHGEF35::MTNR1A::NMBR::NPY1R::NPY5R::NTS::OR1F1::OR3A2::OXTR::P2RY2::ARHGEF4::REEP2::PDE1C::WNT16::PDE3A::PDE4A::PDE6B::PLA2G4A::S1PR5::GNG2::WNT4::ARHGEF38::PLPPR1::AVPR1A::NPY4R::PRKCA::PRKCH::AKR1B10::LPAR5::PTGFR::PTH1R::PREX1::RBP1::RGS4::RGS16::SAA1::CCL17::CCL20::CXCL11::CXCL5::XCL1::CXCL12::GPSM3::STRA6::RGS18::PLEKHG2::SMO::SRC::TBXA2R::TIAM1::C3::TRH::TRPC3::VAV1::VIPR1::WNT6::WNT7A::XK::CXCR4::PLPPR3::WNT10A::CAMK4::CAMK2A::FZD6::FZD7::FZD8::RTP3::QRFPR::PPP1R1B::CASR::RGS20::RGS9::HCAR3::KALRN::F2RL3::GLP2R::GNA14::ADGRE5::PLPPR4"
"49","R-HSA-419812","4e-04","1","6","10","0.0185","Calcitonin-like ligand receptors","CALCRL::RAMP2::RAMP1::RAMP3::ADM::IAPP"
"50","R-HSA-157858","5e-04","0.9999","15","47","0.0202","Gap junction trafficking and regulation","GJC1::TUBB3::TUBB4A::GJB6::DAB2::DNM1::GJA1::GJA3::GJB2::GJB3::TUBB2B::GJC2::SRC::TUBAL3::TUBB6"
"51","R-HSA-190861","5e-04","0.9999","12","34","0.0215","Gap junction assembly","GJC1::TUBB3::TUBB4A::GJB6::GJA1::GJA3::GJB2::GJB3::TUBB2B::GJC2::TUBAL3::TUBB6"
"52","R-HSA-977443","5e-04","0.9998","17","55","0.0215","GABA receptor activation","ADCY1::ADCY2::ADCY7::GABBR1::GABRA1::GABRA2::GABRA3::GABRG3::GNG10::GNGT2::KCNJ2::KCNJ3::KCNJ4::KCNJ12::KCNJ15::KCNJ16::GNG2"
"53","R-HSA-1296041","5e-04","0.9999","10","25","0.0215","Activation of G protein gated Potassium channels","GABBR1::GNG10::GNGT2::KCNJ2::KCNJ3::KCNJ4::KCNJ12::KCNJ15::KCNJ16::GNG2"
"54","R-HSA-1296059","5e-04","0.9999","10","25","0.0215","G protein gated Potassium channels","GABBR1::GNG10::GNGT2::KCNJ2::KCNJ3::KCNJ4::KCNJ12::KCNJ15::KCNJ16::GNG2"
"55","R-HSA-997272","5e-04","0.9999","10","25","0.0215","Inhibition  of voltage gated Ca2+ channels via Gbeta gamma subunits","GABBR1::GNG10::GNGT2::KCNJ2::KCNJ3::KCNJ4::KCNJ12::KCNJ15::KCNJ16::GNG2"
"56","R-HSA-5576891","6e-04","0.9997","33","140","0.0234","Cardiac conduction","FGF13::FGF14::FKBP1B::KCNE5::WWTR1::GATA4::KCNIP3::KCNIP1::KCND3::KCNJ2::KCNJ4::KCNJ11::KCNJ12::NPR1::NPR2::ATP2A3::FXYD1::FXYD3::FXYD7::FXYD6::CACNG7::CACNG6::SCN1B::SCN2A::SCN3A::SCN5A::SCN9A::SLC8A1::TRPC1::CACNA1D::CACNA2D1::CACNB1::CAMK2A"
"57","R-HSA-186797","6e-04","0.9998","18","58","0.0238","Signaling by PDGF","COL3A1::COL4A1::COL4A2::COL4A3::COL4A4::COL4A5::COL5A1::COL5A2::COL6A1::COL6A2::COL9A1::COL9A3::PDGFRB::PLAT::PDGFC::SPP1::SRC::THBS1"
"58","R-HSA-2142753","6e-04","0.9998","17","58","0.024","Arachidonic acid metabolism","CYP4F8::CYP2U1::CYP4F22::CYP1A2::CYP4B1::FAAH2::FAAH::ALOX15B::GGT1::GPX1::GPX2::HPGD::PLA2G4A::PON3::PTGIS::PTGS2::PTGES"
"59","R-HSA-209968","6e-04","0.9999","6","10","0.0242","Thyroxine biosynthesis","DIO1::DIO2::IYD::DUOX2::DUOX1::TPO"
"60","R-HSA-375165","7e-04","0.9998","19","63","0.0261","NCAM signaling for neurite out-growth","COL3A1::COL4A1::COL4A2::COL4A3::COL4A4::COL4A5::COL5A1::COL5A2::COL6A1::COL6A2::COL9A1::COL9A3::FYN::GDNF::PRNP::SRC::CACNA1D::CACNB1::CACNA1H"
"61","R-HSA-6806834","7e-04","0.9997","22","79","0.0261","Signaling by MET","LAMC3::COL1A1::COL1A2::COL3A1::COL5A1::COL5A2::COL11A1::FN1::LAMA1::ITGA3::ITGB1::LAMA2::LAMA3::LAMA4::LAMB1::LAMB3::LAMC1::LAMC2::MET::TNS3::SRC::COL27A1"
"62","R-HSA-9006934","8e-04","0.9995","87","471","0.0288","Signaling by Receptor Tyrosine Kinases","AKT3::SPRY2::LAMC3::NRG3::WASF3::ADCYAP1::COL1A1::COL1A2::COL3A1::COL4A1::COL4A2::COL4A3::COL4A4::COL4A5::COL5A1::COL5A2::COL6A1::COL6A2::COL9A1::COL9A3::COL11A1::DNM1::HBEGF::DUSP4::EGFR::ESR1::FGF1::FGF2::FGF5::FLT4::FN1::FLRT2::ATP6V0D2::FYN::GABRA1::GABRG3::FGF20::LAMA1::NRG1::HSPB1::APOE::IGF2::ITGA3::ITGB1::ITGB3::KIT::LAMA2::LAMA3::LAMA4::LAMB1::LAMB3::LAMC1::LAMC2::LCK::LYN::MEF2C::MET::MMP9::MST1R::NCF2::NGF::NTF3::NTF4::PDGFRB::PGF::PGR::PLAT::PRKCA::AXL::PDGFC::BDNF::CXCL12::TNS3::SPARC::SPP1::SRC::THBS1::TIAM1::VAV1::ADAM12::COL27A1::CAV1::NRP2::NRP1::SH2D2A::KL::FGFBP1"
"63","R-HSA-190828","9e-04","0.9998","14","45","0.0305","Gap junction trafficking","GJC1::TUBB3::TUBB4A::GJB6::DAB2::DNM1::GJA1::GJA3::GJB2::GJB3::TUBB2B::GJC2::TUBAL3::TUBB6"
"64","R-HSA-1296071","9e-04","0.9996","25","99","0.0322","Potassium Channels","KCNH3::GABBR1::KCNH5::KCNMB4::GNG10::GNGT2::KCNA7::KCNC4::KCND3::KCNG1::KCNJ2::KCNJ3::KCNJ4::KCNJ8::KCNJ11::KCNJ12::KCNJ15::KCNJ16::KCNN2::KCNQ3::KCNS1::KCNS3::GNG2::KCNQ5::KCNG4"
"65","R-HSA-977444","0.001","0.9997","13","39","0.0322","GABA B receptor activation","ADCY1::ADCY2::ADCY7::GABBR1::GNG10::GNGT2::KCNJ2::KCNJ3::KCNJ4::KCNJ12::KCNJ15::KCNJ16::GNG2"
"66","R-HSA-991365","0.001","0.9997","13","39","0.0322","Activation of GABAB receptors","ADCY1::ADCY2::ADCY7::GABBR1::GNG10::GNGT2::KCNJ2::KCNJ3::KCNJ4::KCNJ12::KCNJ15::KCNJ16::GNG2"
"67","R-HSA-76005","0.0013","0.9994","30","133","0.044","Response to elevated platelet cytosolic Ca2+","ABCC4::SERPINA3::CD109::FGB::FGG::FLNA::FN1::GAS6::HRG::APOA1::IGF2::ISLR::ITGB3::SERPINE1::SERPINF2::SRGN::PRKCA::PROS1::RAB27B::SELP::SELENOP::SPARC::TGFB1::TGFB2::TGFB3::THBS1::TIMP1::TIMP3::SERPING1::CLEC3B"
"68","R-HSA-112316","0.0014","0.9991","77","410","0.0446","Neuronal System","GJC1::TUBB3::TUBB4A::ADCY1::ADCY2::CPLX1::CHAT::IL1RAPL1::ADCY7::SLITRK4::SYT9::EPB41L2::NLGN1::KCNH3::GABBR1::GABRA1::GABRA2::GABRA3::GABRG3::GAD1::SLITRK5::KCNH5::NAAA::RPS6KA6::KCNMB4::GNG10::GNG11::GNGT2::GRIK3::GRIK4::GRIN1::GRIN2A::NRG1::LRRTM1::LRRTM3::TUBB2B::IL1RAP::KCNA7::KCNC4::KCND3::KCNG1::KCNJ2::KCNJ3::KCNJ4::KCNJ8::KCNJ11::KCNJ12::KCNJ15::KCNJ16::KCNN2::KCNQ3::KCNS1::KCNS3::MAPT::GNG2::PRKCA::KCNQ5::LRFN2::KIF17::DLGAP3::RAB3A::BCHE::SLC1A1::SLC1A3::SLC6A11::SRC::CACNA2D1::CACNB1::TUBAL3::CAMK4::CAMK2A::TUBB6::PPFIBP2::SHANK3::LIN7A::SYT12::KCNG4"
"69","R-HSA-8866910","0.0014","0.9998","7","15","0.045","TFAP2 (AP-2) family regulates transcription of growth factors and their receptors","EGFR::ESR1::KIT::TFAP2B::TFAP2C::CGB5::CGB8"
"70","R-HSA-114608","0.0014","0.9993","29","128","0.0452","Platelet degranulation ","ABCC4::SERPINA3::CD109::FGB::FGG::FLNA::FN1::GAS6::HRG::APOA1::IGF2::ISLR::ITGB3::SERPINE1::SERPINF2::SRGN::PROS1::RAB27B::SELP::SELENOP::SPARC::TGFB1::TGFB2::TGFB3::THBS1::TIMP1::TIMP3::SERPING1::CLEC3B"
"71","R-HSA-380108","0.0016","0.9995","14","52","0.0513","Chemokine receptors bind chemokines","CCR7::CCR8::CX3CR1::CXCL1::CXCL2::CXCL3::CXCL8::CCL17::CCL20::CXCL11::CXCL5::XCL1::CXCL12::CXCR4"
"72","R-HSA-446107","0.0017","0.9998","6","11","0.052","Type I hemidesmosome assembly","COL17A1::ITGA6::ITGB4::LAMA3::LAMB3::LAMC2"
"73","R-HSA-2022923","0.0018","0.9998","6","11","0.0546","Dermatan sulfate biosynthesis","VCAN::CSPG4::DCN::DSE::BGN::DSEL"
"74","R-HSA-418597","0.0019","0.9994","14","47","0.0564","G alpha (z) signalling events","ADCY1::ADCY2::ADCY7::ADRA2A::ADRA2C::GNG10::GNG11::GNGT2::GNG2::PRKCA::PRKCH::RGS4::RGS16::RGS20"
"75","R-HSA-3595172","0.002","0.9998","5","8","0.0602","Defective CHST3 causes SEDCJD","VCAN::CSPG4::DCN::BGN::CHST3"
"76","R-HSA-3296197","0.0022","1","3","3","0.0658","Hydroxycarboxylic acid-binding receptors","HCAR1::HCAR2::HCAR3"
"77","R-HSA-2142770","0.0025","0.9999","4","6","0.0729","Synthesis of 15-eicosatetraenoic acid derivatives","ALOX15B::GPX1::GPX2::PTGS2"
"78","R-HSA-879518","0.0025","0.9997","6","12","0.0729","Transport of organic anions","SLCO1B1::SLCO3A1::SLCO1B3::SLCO1C1::SLCO2A1::SLCO1A2"
"79","R-HSA-913709","0.0026","0.999","17","62","0.0743","O-linked glycosylation of mucins","CHST4::B3GNT3::ST6GALNAC2::MUCL1::ST6GALNAC3::ST6GALNAC4::MUC19::GALNTL6::MUC4::A4GNT::GCNT4::MUC13::MUC5B::B3GNT5::B3GNT7::B4GALT6::MUC16"
"80","R-HSA-977068","0.0028","0.9994","9","24","0.0789","Termination of O-glycan biosynthesis","ST6GALNAC2::MUCL1::ST6GALNAC3::ST6GALNAC4::MUC19::MUC4::MUC13::MUC5B::MUC16"
"81","R-HSA-8964058","0.0029","0.9997","5","10","0.0799","HDL remodeling","APOA1::APOE::PLTP::LIPG::ABCG1"
"82","R-HSA-2219530","0.0029","0.9988","19","75","0.0799","Constitutive Signaling by Aberrant PI3K in Cancer","NRG3::HBEGF::EGFR::ESR1::FGF1::FGF2::FGF5::FYN::FGF20::NRG1::KIT::LCK::MET::PDGFRB::PIK3CD::RAC2::SRC::VAV1::KL"
"83","R-HSA-418990","0.003","0.9992","11","33","0.0799","Adherens junctions interactions","CDH2::CDH3::CDH6::CDH7::CDH11::CDH13::CDH18::CADM1::NECTIN3::PVR::NECTIN4"
"84","R-HSA-445355","0.0031","0.9991","12","40","0.082","Smooth Muscle Contraction","SORBS3::MYL9::LMOD1::ANXA1::ANXA2::ITGA1::MYLK::ACTA2::TPM2::CALD1::DYSF::CAV3"
"85","R-HSA-2022870","0.0034","0.9993","8","20","0.0892","Chondroitin sulfate biosynthesis","VCAN::CSPG4::DCN::CHST13::CHSY3::CHST7::BGN::CHST3"
"86","R-HSA-156580","0.0035","0.9984","23","104","0.0907","Phase II - Conjugation of compounds","GLYAT::ACSM1::GGT6::CYP1A2::SLC26A2::ESD::SULT4A1::GGT1::GSTA2::GSTA3::GSTM4::GSTM5::GSTP1::MGST1::NNMT::UGT1A10::UGT1A7::UGT1A1::SULT1A1::UGT2B15::UGT2B17::TPST1::NAT1"
"87","R-HSA-190872","0.0038","0.9993","7","18","0.0975","Transport of connexons to the plasma membrane","TUBB3::TUBB4A::GJA1::GJB2::TUBB2B::TUBAL3::TUBB6"
"88","R-HSA-2173782","0.0039","0.9988","12","42","0.0981","Binding and Uptake of Ligands by Scavenger Receptors","COL1A1::COL1A2::COL3A1::COL4A1::COL4A2::HBA1::HPX::APOA1::APOE::LRP1::SAA1::SPARC"
"89","R-HSA-210991","0.0039","0.9991","9","25","0.0988","Basigin interactions","ITGA6::ITGA3::ITGB1::L1CAM::SLC7A10::SLC16A1::CAV1::SLC7A7::SLC16A3"
"90","R-HSA-1566977","0.004","0.9998","4","6","0.099","Fibronectin matrix formation","FN1::ITGA5::ITGB1::CEACAM6"
"91","R-HSA-1592389","0.0043","0.9988","10","32","0.1054","Activation of Matrix Metalloproteinases","MMP24::CTRB1::KLKB1::MMP2::MMP9::MMP14::SPOCK3::TIMP1::TIMP2::COL18A1"
"92","R-HSA-209776","0.0043","0.9992","7","18","0.1056","Metabolism of amine-derived hormones","DDC::DIO1::DIO2::IYD::DUOX2::DUOX1::TPO"
"93","R-HSA-194840","0.0052","0.9973","30","135","0.1238","Rho GTPase cycle","ARHGEF33::DLC1::CHN1::ARHGAP42::ARHGAP36::RHOV::FGD2::ARHGAP8::TIAM2::RHOH::MCF2::ARHGEF35::ARHGEF4::ARHGEF38::RHOJ::ARHGAP31::PREX1::RHOU::ARHGAP22::RAC2::ARAP3::PLEKHG2::TIAM1::VAV1::SYDE1::KALRN::DEPDC7::ARHGAP18::ARHGAP29::STARD8"
"94","R-HSA-140877","0.0054","0.9983","11","38","0.1295","Formation of Fibrin Clot (Clotting Cascade)","PROCR::F3::F7::FGB::FGG::KLKB1::SERPINE2::PROS1::CD177::TFPI::SERPING1"
"95","R-HSA-75892","0.0058","0.999","6","14","0.1366","Platelet Adhesion to exposed collagen","COL1A1::COL1A2::FYN::ITGA1::ITGB1::LYN"
"96","R-HSA-3000480","0.006","0.9988","7","19","0.1389","Scavenging by Class A Receptors","COL1A1::COL1A2::COL3A1::COL4A1::COL4A2::APOA1::APOE"
"97","R-HSA-388396","0.0061","0.9954","151","1059","0.1397","GPCR downstream signalling","AKT3::ARHGEF33::LPAR6::CALCRL::RAMP2::RAMP1::RAMP3::ADCY1::ADCY2::CYSLTR1::NPFFR2::UTS2::GPR176::HRH3::ADCY7::ARHGEF25::ADCYAP1::SDR9C7::CCR7::CCR8::PROKR2::ADM::ADORA2B::ADRA1B::ADRA2A::PLB1::ADRA2C::CX3CR1::ADRB2::AWAT2::DGKA::DGKB::DRD1::HBEGF::AGTR1::S1PR1::LPAR1::EDN1::EDNRB::EGFR::FGD2::LPAR3::FPR1::GAST::GABBR1::UTS2B::TAS2R46::TIAM2::OR10A3::HCAR1::P2RY10::GNA15::GNG10::GNG11::GNGT2::GPR15::GPR17::GPR20::FFAR2::GRM3::GRM4::GRM8::CXCL1::CXCL2::CXCL3::GRPR::GUCY2D::ANXA1::HRH1::HSPG2::APOA1::HTR1D::HTR2C::APOA2::HTR4::IAPP::HCAR2::APOE::CXCL8::KISS1::NPSR1::OR5AU1::LRP1::LRP2::ARRB1::MC4R::MCF2::ARHGEF35::MTNR1A::NMBR::NPY1R::NPY5R::NTS::OR1F1::OR3A2::OXTR::P2RY2::ARHGEF4::REEP2::PDE1C::PDE3A::PDE4A::PDE6B::PLA2G4A::S1PR5::GNG2::ARHGEF38::AVPR1A::NPY4R::PRKCA::PRKCH::AKR1B10::LPAR5::PTGFR::PTH1R::PREX1::RBP1::RGS4::RGS16::SAA1::CCL20::CXCL11::CXCL5::XCL1::CXCL12::GPSM3::STRA6::RGS18::PLEKHG2::SRC::TBXA2R::TIAM1::C3::TRH::TRPC3::VAV1::VIPR1::CXCR4::CAMK4::CAMK2A::RTP3::QRFPR::PPP1R1B::CASR::RGS20::RGS9::HCAR3::KALRN::F2RL3::GLP2R::GNA14"
"98","R-HSA-8864260","0.0061","0.9981","11","38","0.1397","Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors","CITED4::EGFR::ESR1::APOE::KIT::CITED1::PITX2::TFAP2B::TFAP2C::CGB5::CGB8"
"99","R-HSA-5576892","0.0064","0.9978","13","46","0.1427","Phase 0 - rapid depolarisation","FGF13::FGF14::CACNG7::CACNG6::SCN1B::SCN2A::SCN3A::SCN5A::SCN9A::CACNA1D::CACNA2D1::CACNB1::CAMK2A"
"100","R-HSA-209822","0.0064","0.9991","5","12","0.1427","Glycoprotein hormones","INHBA::INHBB::INHBE::CGB5::CGB8"
"101","R-HSA-1660661","0.0068","0.9977","12","42","0.1508","Sphingolipid de novo biosynthesis","DEGS2::ACER1::PPM1L::SPTSSB::ALDH3B1::PRKD3::ACER2::SPTLC3::PRKD1::FA2H::SGPP1::PLPP1"
"102","R-HSA-420597","0.0076","0.9993","4","7","0.1675","Nectin Necl  trans heterodimerization","CADM1::NECTIN3::PVR::NECTIN4"
"103","R-HSA-418592","0.0082","0.9979","8","25","0.1772","ADP signalling through P2Y purinoceptor 1","GNA15::GNG10::GNG11::GNGT2::PLA2G4A::GNG2::SRC::GNA14"
"104","R-HSA-8940973","0.0091","0.9977","8","24","0.1953","RUNX2 regulates osteoblast differentiation","COL1A1::ZNF521::WWTR1::GLI3::HES1::AR::SRC::RUNX2"
"105","R-HSA-1296053","0.0097","0.9996","3","4","0.2049","Classical Kir channels","KCNJ2::KCNJ4::KCNJ12"
"106","R-HSA-372708","0.0097","0.9982","6","15","0.2049","p130Cas linkage to MAPK signaling for integrins","FGB::FGG::FN1::ITGB3::APBB1IP::SRC"
"107","R-HSA-354194","0.0101","0.9981","6","15","0.2118","GRB2-SOS provides linkage to MAPK signaling for Integrins ","FGB::FGG::FN1::ITGB3::APBB1IP::SRC"
"108","R-HSA-8941237","0.0105","0.9996","3","4","0.2164","Invadopodia formation","ADAM12::ADAM19::SH3PXD2A"
"109","R-HSA-3295583","0.0108","0.9969","9","28","0.2218","TRP channels","TRPM6::TRPV3::MCOLN3::TRPV5::TRPV4::TRPC1::TRPC3::TRPC4::TRPM3"
"110","R-HSA-210990","0.0116","0.9982","5","11","0.2352","PECAM1 interactions","FYN::ITGB3::LCK::LYN::SRC"
"111","R-HSA-190840","0.0122","0.9975","6","17","0.2458","Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane","TUBB3::TUBB4A::GJA1::TUBB2B::TUBAL3::TUBB6"
"112","R-HSA-1482922","0.0132","0.9972","6","17","0.2626","Acyl chain remodelling of PI","PLA2R1::PLA2G4F::PLA2G2A::PLA2G4A::PLA2G5::PLA2G2F"
"113","R-HSA-422475","0.0133","0.9904","88","546","0.2633","Axon guidance","SEMA3A::TUBB3::TUBB4A::MYL9::COL3A1::COL4A1::COL4A2::COL4A3::COL4A4::COL4A5::COL5A1::COL5A2::COL6A1::COL6A2::COL9A1::COL9A3::DCX::DNM1::DPYSL3::EFNA3::EFNB3::EGFR::EPHA2::EPHA3::EPHA5::ALCAM::FYN::GAP43::GDNF::RND1::RPS6KA6::LAMA1::ANK2::GRIN1::HOXA2::TUBB2B::ISL1::ITGA1::ITGA5::ITGB1::ITGB3::KCNQ3::L1CAM::LAMB1::LAMC1::LYN::MET::MMP2::MMP9::MSN::MYO10::EVL::PIK3CD::PRKCA::PRNP::RELN::LHX9::PSMB8::NTN4::RET::SCN1B::SCN2A::SCN3A::SCN5A::SCN9A::CXCL12::ROBO3::ARHGEF28::SRC::TIAM1::TRPC1::TRPC3::TRPC4::CACNA1D::CACNB1::CXCR4::TUBAL3::ABLIM2::TUBB6::SEMA7A::CNTNAP1::SHANK3::NRP2::NRP1::CACNA1H::KALRN::UNC5A::SLIT2"
"114","R-HSA-390696","0.0135","0.9984","4","8","0.2653","Adrenoceptors","ADRA1B::ADRA2A::ADRA2C::ADRB2"
"115","R-HSA-456926","0.0138","0.9957","9","32","0.2666","Thrombin signalling through proteinase activated receptors (PARs)","GNA15::GNG10::GNG11::GNGT2::ARRB1::GNG2::SRC::F2RL3::GNA14"
"116","R-HSA-392518","0.0138","0.9957","9","32","0.2666","Signal amplification","GNA15::GNG10::GNG11::GNGT2::PLA2G4A::GNG2::SRC::TBXA2R::GNA14"
"117","R-HSA-8941332","0.0143","0.9983","4","8","0.2724","RUNX2 regulates genes involved in cell migration","AKT3::ITGA5::RUNX2::ITGBL1"
"118","R-HSA-156590","0.0144","0.9955","9","35","0.2724","Glutathione conjugation","GGT6::ESD::GGT1::GSTA2::GSTA3::GSTM4::GSTM5::GSTP1::MGST1"
"119","R-HSA-205017","0.0146","1","2","2","0.2738","NFG and proNGF binds to p75NTR","NGF::NGFR"
"120","R-HSA-209952","0.0147","0.9974","5","14","0.2738","Peptide hormone biosynthesis","INHBA::INHBB::INHBE::CGB5::CGB8"
"121","R-HSA-3595174","0.0153","0.9982","4","8","0.2823","Defective CHST14 causes EDS, musculocontractural type","VCAN::CSPG4::DCN::BGN"
"122","R-HSA-3595177","0.0159","0.9981","4","8","0.2916","Defective CHSY1 causes TPBS","VCAN::CSPG4::DCN::BGN"
"123","R-HSA-1433559","0.0162","0.9965","6","16","0.2937","Regulation of KIT signaling","FYN::KIT::LCK::LYN::PRKCA::SRC"
"124","R-HSA-8941326","0.0164","0.9948","9","31","0.2937","RUNX2 regulates bone development","COL1A1::ZNF521::WWTR1::GLI2::GLI3::HES1::AR::SRC::RUNX2"
"125","R-HSA-428930","0.0164","0.9957","7","23","0.2937","Thromboxane signalling through TP receptor","GNA15::GNG10::GNG11::GNGT2::GNG2::TBXA2R::GNA14"
"126","R-HSA-6788467","0.0167","0.9963","6","17","0.2963","IL-6-type cytokine receptor ligand interactions","CNTFR::IL31RA::CTF1::CLCF1::LIF::OSMR"
"127","R-HSA-1251985","0.0172","0.9945","9","32","0.3019","Nuclear signaling by ERBB4","NRG3::HBEGF::ESR1::NRG1::APOE::PGR::CXCL12::SPARC::SRC"
"128","R-HSA-392023","0.0173","1","2","2","0.3025","Adrenaline signalling through Alpha-2 adrenergic receptor","ADRA2A::ADRA2C"
"129","R-HSA-6799990","0.0182","0.9985","3","6","0.3147","Metal sequestration by antimicrobial proteins","S100A7A::S100A7::S100A8"
"130","R-HSA-5621480","0.0185","0.9945","8","27","0.3169","Dectin-2 family","MUCL1::FYN::MUC19::LYN::MUC4::MUC13::MUC5B::MUC16"
"131","R-HSA-140834","0.0188","0.9986","3","5","0.3169","Extrinsic Pathway of Fibrin Clot Formation","F3::F7::TFPI"
"132","R-HSA-983712","0.0189","0.9885","35","185","0.3169","Ion channel transport","CLCN4::CLCNKB::SLC9B2::TRPM6::ATP8B3::TRPV3::ANO5::FKBP1B::ATP10B::ATP6V0D2::NALCN::UNC80::ATP13A5::ATP2A3::FXYD1::FXYD3::FXYD7::FXYD6::ANO1::MCOLN3::TRPV5::ATP8B2::ATP10D::TRPV4::SCNN1B::SGK1::WNK3::TRPC1::TRPC3::TRPC4::TRPM3::CAMK2A::TTYH2::CLCA2::ATP2C2"
"133","R-HSA-211859","0.019","0.9882","38","215","0.3169","Biological oxidations","GLYAT::CYP4F8::CYP2U1::ACSM1::GGT6::CYP4F22::CYP1A2::CYP2A6::CYP2E1::CYP4B1::CYP11A1::CYP24A1::CYP26A1::CYP27A1::SLC26A2::ESD::AKR7A3::SULT4A1::AOC1::GGT1::GSTA2::GSTA3::GSTM4::GSTM5::GSTP1::CYP2S1::MGST1::NNMT::UGT1A10::UGT1A7::UGT1A1::PTGIS::SULT1A1::UGT2B15::UGT2B17::TPST1::NAT1::ARNT2"
"134","R-HSA-3642279","0.0191","1","2","2","0.3169","TGFBR2 MSI Frameshift Mutants in Cancer","TGFB1::TGFBR2"
"135","R-HSA-420029","0.0192","0.9942","8","28","0.3169","Tight junction interactions","CLDN16::CLDN4::CLDN3::CLDN11::CLDN10::CLDN8::CLDN6::CLDN1"
"136","R-HSA-76009","0.0194","0.9931","10","37","0.3169","Platelet Aggregation (Plug Formation)","COL1A1::COL1A2::ADRA2A::ADRA2C::FGB::FGG::FN1::ITGB3::APBB1IP::SRC"
"137","R-HSA-416482","0.0195","0.9906","18","80","0.3169","G alpha (12 13) signalling events","ARHGEF33::ADRA1B::FGD2::TIAM2::GNG10::GNG11::GNGT2::MCF2::ARHGEF35::ARHGEF4::GNG2::ARHGEF38::PREX1::PLEKHG2::TBXA2R::TIAM1::VAV1::KALRN"
"138","R-HSA-5686938","0.0196","0.9954","6","19","0.3169","Regulation of TLR by endogenous ligand","TLR6::FGB::FGG::S100A8::TLR1::TLR2"
"139","R-HSA-8963899","0.0197","0.994","8","29","0.3169","Plasma lipoprotein remodeling","APOF::APOA1::APOA2::APOE::LIPC::PLTP::LIPG::ABCG1"
"140","R-HSA-5083625","0.0199","0.9954","6","17","0.3174","Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)","MUCL1::MUC19::MUC4::MUC13::MUC5B::MUC16"
"141","R-HSA-5083636","0.0202","0.9953","6","17","0.3196","Defective GALNT12 causes colorectal cancer 1 (CRCS1)","MUCL1::MUC19::MUC4::MUC13::MUC5B::MUC16"
"142","R-HSA-1482925","0.0203","0.9952","6","18","0.3196","Acyl chain remodelling of PG","PLA2R1::PLA2G4F::PLA2G2A::PLA2G4A::PLA2G5::PLA2G2F"
"143","R-HSA-8875513","0.0209","0.9984","3","5","0.3262","MET interacts with TNS proteins","ITGB1::MET::TNS3"
"144","R-HSA-6811558","0.0226","0.9882","21","102","0.3513","PI5P, PP2A and IER3 Regulate PI3K AKT Signaling","NRG3::HBEGF::EGFR::ESR1::FGF1::FGF2::FGF5::FYN::FGF20::NRG1::IL1RAP::KIT::LCK::MET::PDGFRB::PIK3CD::RAC2::SRC::VAV1::PIP5K1B::KL"
"145","R-HSA-5083632","0.0252","0.9937","6","18","0.3872","Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)","MUCL1::MUC19::MUC4::MUC13::MUC5B::MUC16"
