"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","adjP","Pathway","DEgenesInCat"
"353","R-HSA-4839735","0.2496","0.9334","2","14","1","AXIN mutants destabilize the destruction complex, activating WNT signaling","PPP2CA::PPP2R1A"
"354","R-HSA-4839744","0.2496","0.9334","2","14","1","truncated APC mutants destabilize the destruction complex","PPP2CA::PPP2R1A"
"355","R-HSA-4839748","0.2496","0.9334","2","14","1","AMER1 mutants destabilize the destruction complex","PPP2CA::PPP2R1A"
"356","R-HSA-5467337","0.2496","0.9334","2","14","1","APC truncation mutants have impaired AXIN binding","PPP2CA::PPP2R1A"
"357","R-HSA-5467340","0.2496","0.9334","2","14","1","AXIN missense mutants destabilize the destruction complex","PPP2CA::PPP2R1A"
"358","R-HSA-5467348","0.2496","0.9334","2","14","1","Truncations of AMER1 destabilize the destruction complex","PPP2CA::PPP2R1A"
"359","R-HSA-418885","0.2496","0.9334","2","14","1","DCC mediated attractive signaling","ABLIM3::ABLIM2"
"360","R-HSA-8983432","0.2496","0.9334","2","14","1","Interleukin-15 signaling","GRB2::JAK1"
"361","R-HSA-1250347","0.2496","0.9334","2","14","1","SHC1 events in ERBB4 signaling","NRG4::GRB2"
"362","R-HSA-162594","0.2496","0.9334","2","14","1","Early Phase of HIV Life Cycle","PSIP1::CD4"
"363","R-HSA-877312","0.2496","0.9334","2","14","1","Regulation of IFNG signaling","IFNGR2::JAK1"
"364","R-HSA-1614558","0.2496","0.9334","2","14","1","Degradation of cysteine and homocysteine","MPST::SQOR"
"365","R-HSA-166786","0.2496","0.9334","2","14","1","Creation of C4 and C2 activators","COLEC10::MASP2"
"366","R-HSA-446203","0.2516","0.8133","24","301","1","Asparagine N-linked glycosylation","TUBA1B::DCTN6::KDELR1::RNF139::TUBA3E::MGAT4B::DYNC1I2::COG2::ST8SIA6::MIA3::LHB::MAN2A1::MGAT3::ACTR10::MAN1C1::ST3GAL1::STX5::UBB::CANX::B4GALT3::NAPA::SEC22C::SEC24C::SEC24D"
"367","R-HSA-450294","0.2518","0.8685","6","62","1","MAP kinase activation","TAB2::FOS::PPP2CA::PPP2R1A::MAPK11::UBB"
"368","R-HSA-913709","0.2518","0.8685","6","62","1","O-linked glycosylation of mucins","B3GNT3::MUC21::MUC6::MUC7::ST3GAL1::GALNT14"
"369","R-HSA-4086398","0.2518","0.8685","6","62","1","Ca2+ pathway","TNRC6B::GNG5::GNG7::NFATC1::GNG13::TNRC6C"
"370","R-HSA-5687128","0.257","0.8507","8","88","1","MAPK6 MAPK4 signaling","ETV4::FOXO3::TNRC6B::PRKACG::PSMD4::TNRC6C::UBB::CDC14A"
"371","R-HSA-9006936","0.2574","0.845","9","101","1","Signaling by TGF-beta family members","NEDD4L::FURIN::PARD6A::PARD3::UBB::CCNK::MTMR4::NOG::USP15"
"372","R-HSA-1227986","0.2583","0.8738","5","50","1","Signaling by ERBB2","NRG4::GRB2::MATK::PRKCE::UBB"
"373","R-HSA-5654736","0.2583","0.8738","5","50","1","Signaling by FGFR1","GRB2::PPP2CA::PPP2R1A::UBB::FGF17"
"374","R-HSA-901042","0.2635","0.9007","3","26","1","Calnexin calreticulin cycle","RNF139::UBB::CANX"
"375","R-HSA-5625740","0.2636","0.8602","6","63","1","RHO GTPases activate PKNs","YWHAQ::YWHAH::YWHAZ::MYH14::H2AC18::H3C12"
"376","R-HSA-1483206","0.264","0.8311","11","128","1","Glycerophospholipid biosynthesis","CHAT::OSBPL5::PLA2G4E::PLB1::PLA2G2E::PNPLA8::STARD7::LPCAT1::PITPNM3::MIGA2::PCYT1B"
"377","R-HSA-68877","0.2658","0.8149","16","195","1","Mitotic Prometaphase","TUBA1B::SMC2::CENPC::TUBA3E::DYNC1I2::CENPP::CDCA8::PPP2CA::PPP2R1A::HAUS7::NUP133::RCC2::CENPH::MIS12::CEP78::CEP135"
"378","R-HSA-168928","0.2661","0.8505","7","76","1","DDX58 IFIH1-mediated induction of interferon-alpha beta","NKIRAS2::IFNA6::IFNA8::NFKB2::PIN1::UBB::UBA7"
"379","R-HSA-5633007","0.2749","0.8154","13","156","1","Regulation of TP53 Activity","CDK5::CHEK1::PLK3::NOC2L::PIN1::PPP2CA::PPP2R1A::PRKAA1::MAPK11::UBB::ING5::EXO1::MTA2"
"380","R-HSA-8936459","0.2756","0.8518","6","64","1","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function","TNRC6B::SIN3A::TNRC6C::H2AC18::H3C12::DPY30"
"381","R-HSA-4839743","0.2758","0.9208","2","15","1","phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex","PPP2CA::PPP2R1A"
"382","R-HSA-5339716","0.2758","0.9208","2","15","1","Misspliced GSK3beta mutants stabilize beta-catenin","PPP2CA::PPP2R1A"
"383","R-HSA-5358747","0.2758","0.9208","2","15","1","S33 mutants of beta-catenin aren't phosphorylated","PPP2CA::PPP2R1A"
"384","R-HSA-5358749","0.2758","0.9208","2","15","1","S37 mutants of beta-catenin aren't phosphorylated","PPP2CA::PPP2R1A"
"385","R-HSA-5358751","0.2758","0.9208","2","15","1","S45 mutants of beta-catenin aren't phosphorylated","PPP2CA::PPP2R1A"
"386","R-HSA-5358752","0.2758","0.9208","2","15","1","T41 mutants of beta-catenin aren't phosphorylated","PPP2CA::PPP2R1A"
"387","R-HSA-211935","0.2758","0.9208","2","15","1","Fatty acids","CYP2F1::CYP4F3"
"388","R-HSA-3134975","0.2758","0.9208","2","15","1","Regulation of innate immune responses to cytosolic DNA","UBB::TRIM56"
"389","R-HSA-5668914","0.2759","0.8308","9","103","1","Diseases of metabolism","CSF2RB::CYP1B1::SLC35D1::HYAL1::DCXR::CD320::UGT1A4::BTD::UBB"
"390","R-HSA-5250941","0.277","0.8425","7","77","1","Negative epigenetic regulation of rRNA expression","SAP18::DNMT3B::SIN3A::POLR2L::H2AC18::H3C12::SAP30"
"391","R-HSA-9609736","0.2786","0.8734","4","39","1","Assembly and cell surface presentation of NMDA receptors","TUBA1B::TUBA3E::GRIN2A::CASK"
"392","R-HSA-110313","0.2786","0.8734","4","39","1","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template","USP43::UBB::UBA7::PCLAF"
"393","R-HSA-73929","0.2786","0.8734","4","39","1","Base-Excision Repair, AP Site Formation","SMUG1::ACD::H2AC18::MBD4"
"394","R-HSA-68882","0.2792","0.8037","16","197","1","Mitotic Anaphase","TUBA1B::CENPC::TUBA3E::DYNC1I2::CDC26::CENPP::ANAPC11::CDCA8::PPP2CA::PPP2R1A::NUP133::RCC2::PSMD4::CENPH::UBB::MIS12"
"395","R-HSA-1852241","0.2822","0.7885","23","293","1","Organelle biogenesis and maintenance","TUBA1B::TUBA3E::DYNC1I2::NCOA6::GABPA::GABPB1::MICOS10::ATP5F1A::DYNC2LI1::PKD1::CHCHD3::PPP2R1A::HAUS7::MAPK11::EXOC4::TBL1X::DYNLRB1::CEP78::TMEM11::BBIP1::NR1D1::CEP135::TGS1"
"396","R-HSA-1368108","0.2826","0.8895","3","27","1","BMAL1-CLOCK,NPAS2 activates circadian gene expression","NCOA6::TBL1X::TGS1"
"397","R-HSA-912526","0.2826","0.8895","3","27","1","Interleukin receptor SHC signaling","CSF2RB::GRB2::JAK1"
"398","R-HSA-5621480","0.2826","0.8895","3","27","1","Dectin-2 family","MUC21::MUC6::MUC7"
"399","R-HSA-76066","0.2826","0.8895","3","27","1","RNA Polymerase III Transcription Initiation From Type 2 Promoter","POLR3F::POLR3H::POLR2L"
"400","R-HSA-1614635","0.2826","0.8895","3","27","1","Sulfur amino acid metabolism","MPST::MTAP::SQOR"
"401","R-HSA-9612973","0.2832","0.8202","10","117","1","Autophagy","RRAGB::CHMP2A::LAMTOR4::MAP1LC3C::MTERF3::PRKAA1::ATG3::UBB::ATG9A::MTMR3"
"402","R-HSA-72165","0.2851","0.8554","5","52","1","mRNA Splicing - Minor Pathway","SF3B3::POLR2I::POLR2L::SNRPD3::SNRPF"
"403","R-HSA-2555396","0.286","0.7981","16","198","1","Mitotic Metaphase and Anaphase","TUBA1B::CENPC::TUBA3E::DYNC1I2::CDC26::CENPP::ANAPC11::CDCA8::PPP2CA::PPP2R1A::NUP133::RCC2::PSMD4::CENPH::UBB::MIS12"
"404","R-HSA-111885","0.2871","0.828","8","91","1","Opioid Signalling","CDK5::GNG5::GNG7::OPRM1::GNG13::PPP2CA::PPP2R1A::PRKACG"
"405","R-HSA-373755","0.2876","0.843","6","65","1","Semaphorin interactions","CDK5::DPYSL4::ARHGEF12::PTPRC::MYH14::ARHGEF11"
"406","R-HSA-9018519","0.2921","0.8131","10","118","1","Estrogen-dependent gene expression","FKBP4::TNRC6B::FOS::NR5A2::POLR2I::POLR2L::TNRC6C::NRIP1::H2AC18::H3C12"
"407","R-HSA-8952158","0.2995","0.959","1","5","1","RUNX3 regulates BCL2L11 (BIM) transcription","FOXO3"
"408","R-HSA-964739","0.2995","0.959","1","5","1","N-glycan trimming and elongation in the cis-Golgi","MAN1C1"
"409","R-HSA-8849473","0.2995","0.959","1","5","1","PTK6 Expression","PELP1"
"410","R-HSA-5250955","0.2995","0.959","1","5","1","Toxicity of botulinum toxin type D (BoNT D)","SV2A"
"411","R-HSA-5250981","0.2995","0.959","1","5","1","Toxicity of botulinum toxin type F (BoNT F)","SV2A"
"412","R-HSA-5083630","0.2995","0.959","1","5","1","Defective LFNG causes SCDO3","NOTCH4"
"413","R-HSA-1483226","0.2995","0.959","1","5","1","Synthesis of PI","PITPNM3"
"414","R-HSA-3134973","0.2995","0.959","1","5","1","LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production","LRRFIP1"
"415","R-HSA-8865999","0.2995","0.959","1","5","1","MET activates PTPN11","GRB2"
"416","R-HSA-426048","0.2995","0.959","1","5","1","Arachidonate production from DAG","DAGLA"
"417","R-HSA-9632974","0.2995","0.959","1","5","1","NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis ","NRIP1"
"418","R-HSA-71032","0.2995","0.959","1","5","1","Propionyl-CoA catabolism","MCEE"
"419","R-HSA-391906","0.2995","0.959","1","5","1","Leukotriene receptors","LTB4R"
"420","R-HSA-390651","0.2995","0.959","1","5","1","Dopamine receptors","DRD2"
"421","R-HSA-163358","0.2995","0.959","1","5","1","PKA-mediated phosphorylation of key metabolic factors","PRKACG"
"422","R-HSA-210746","0.2995","0.959","1","5","1","Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells","INSM1"
"423","R-HSA-187706","0.2995","0.959","1","5","1","Signalling to p38 via RIT and RIN","RIT2"
"424","R-HSA-5690714","0.2995","0.959","1","5","1","CD22 mediated BCR regulation","CD79A"
"425","R-HSA-2161541","0.2995","0.959","1","5","1","Abacavir metabolism","NT5C2"
"426","R-HSA-180689","0.2995","0.959","1","5","1","APOBEC3G mediated resistance to HIV-1 infection","PSIP1"
"427","R-HSA-5661270","0.2995","0.959","1","5","1","Formation of xylulose-5-phosphate","DCXR"
"428","R-HSA-2855086","0.2995","0.959","1","5","1","Ficolins bind to repetitive carbohydrate structures on the target cell surface","MASP2"
"429","R-HSA-400042","0.3018","0.8777","3","28","1","Adrenaline,noradrenaline inhibits insulin secretion","GNG5::GNG7::GNG13"
"430","R-HSA-76061","0.3018","0.8777","3","28","1","RNA Polymerase III Transcription Initiation From Type 1 Promoter","POLR3F::POLR3H::POLR2L"
"431","R-HSA-420029","0.3018","0.8777","3","28","1","Tight junction interactions","CLDN11::PARD6A::PARD3"
"432","R-HSA-76071","0.3018","0.8777","3","28","1","RNA Polymerase III Transcription Initiation From Type 3 Promoter","POLR3F::POLR3H::POLR2L"
"433","R-HSA-9619483","0.3018","0.8777","3","28","1","Activation of AMPK downstream of NMDARs","TUBA1B::TUBA3E::PRKAA1"
"434","R-HSA-162588","0.3018","0.8777","3","28","1","Budding and maturation of HIV virion","NEDD4L::CHMP2A::UBB"
"435","R-HSA-432142","0.3019","0.9073","2","16","1","Platelet sensitization by LDL","PPP2CA::PPP2R1A"
"436","R-HSA-399956","0.3019","0.9073","2","16","1","CRMPs in Sema3A signaling","CDK5::DPYSL4"
"437","R-HSA-1963642","0.3019","0.9073","2","16","1","PI3K events in ERBB2 signaling","NRG4::GRB2"
"438","R-HSA-392517","0.3019","0.9073","2","16","1","Rap1 signalling","PRKACG::YWHAZ"
"439","R-HSA-1963640","0.3019","0.9073","2","16","1","GRB2 events in ERBB2 signaling","NRG4::GRB2"
"440","R-HSA-936964","0.3019","0.9073","2","16","1","Activation of IRF3 IRF7 mediated by TBK1 IKK epsilon","UBB::CD14"
"441","R-HSA-140534","0.3019","0.9073","2","16","1","Caspase activation via Death Receptors in the presence of ligand","TNFSF10::CD14"
"442","R-HSA-175474","0.3019","0.9073","2","16","1","Assembly Of The HIV Virion","FURIN::UBB"
"443","R-HSA-189445","0.3019","0.9073","2","16","1","Metabolism of porphyrins","UGT1A4::BLVRA"
"444","R-HSA-8949664","0.3019","0.9073","2","16","1","Processing of SMDT1","YME1L1::MCUB"
"445","R-HSA-202430","0.3019","0.9073","2","16","1","Translocation of ZAP-70 to Immunological synapse","HLA-DQB2::CD4"
"446","R-HSA-162587","0.302","0.7967","12","146","1","HIV Life Cycle","PSIP1::NEDD4L::CHMP2A::NUP88::FURIN::POLR2I::POLR2L::NUP133::UBB::CCNK::CD4::NUP58"
"447","R-HSA-1640170","0.3082","0.7462","45","605","1","Cell Cycle","KIF20A::TUBA1B::SMC2::CENPC::YWHAQ::CHEK1::TUBA3E::DYNC1I2::ENSA::PHLDA1::FOXM1::PHF8::NCAPD3::POLA2::CDC26::NIPBL::CENPP::MCM2::MSH5::NUP88::ANAPC11::UIMC1::CDCA8::PPP2CA::PPP2R1A::HAUS7::NHP2::NUP133::RCC2::PSMD4::CENPH::ACD::SYCP1::UBB::YWHAH::YWHAZ::MIS12::H2AC18::H3C12::CEP78::CDC14A::EXO1::CEP135::NUP58::CDC6"
"448","R-HSA-187037","0.3102","0.8173","7","80","1","Signaling by NTRK1 (TRKA)","CRK::GRB2::PPP2CA::PPP2R1A::MAPK11::RALGDS::RIT2"
"449","R-HSA-3906995","0.3121","0.8249","6","67","1","Diseases associated with O-glycosylation of proteins","DAG1::POMT2::MUC21::MUC6::MUC7::NOTCH4"
"450","R-HSA-186763","0.3211","0.8653","3","29","1","Downstream signal transduction","CRK::GRB2::PDGFRA"
"451","R-HSA-6804758","0.3211","0.8653","3","29","1","Regulation of TP53 Activity through Acetylation","PIN1::ING5::MTA2"
"452","R-HSA-8863795","0.3211","0.8653","3","29","1","Downregulation of ERBB2 signaling","NRG4::MATK::UBB"
"453","R-HSA-380972","0.3211","0.8653","3","29","1","Energy dependent regulation of mTOR by LKB1-AMPK","RRAGB::LAMTOR4::PRKAA1"
"454","R-HSA-5601884","0.3211","0.8653","3","29","1","PIWI-interacting RNA (piRNA) biogenesis","PIWIL4::POLR2I::POLR2L"
"455","R-HSA-1482839","0.3211","0.8653","3","29","1","Acyl chain remodelling of PE","PLA2G4E::PLA2G2E::PNPLA8"
"456","R-HSA-8963899","0.3211","0.8653","3","29","1","Plasma lipoprotein remodeling","LCAT::FURIN::ABCG1"
"457","R-HSA-5689901","0.3211","0.8653","3","29","1","Metalloprotease DUBs","UIMC1::UBB::H2AC18"
"458","R-HSA-194840","0.3233","0.7831","11","135","1","Rho GTPase cycle","ARHGEF9::ARHGEF12::ARHGEF16::INPP5B::ARHGAP5::ARHGAP6::ARHGDIG::DEPDC1B::ARHGAP31::ARHGAP29::ARHGEF11"
"459","R-HSA-1660661","0.3261","0.841","4","42","1","Sphingolipid de novo biosynthesis","SPTSSB::ALDH3B1::KDSR::CERS2"
"460","R-HSA-379724","0.3261","0.841","4","42","1","tRNA Aminoacylation","DARS1::VARS2::VARS1::WARS1"
"461","R-HSA-381676","0.3261","0.841","4","42","1","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","GNG5::GNG7::GNG13::PRKACG"
"462","R-HSA-2173782","0.3261","0.841","4","42","1","Binding and Uptake of Ligands by Scavenger Receptors","STAB1::SSC5D::HPR::MARCO"
"463","R-HSA-8934593","0.3279","0.893","2","17","1","Regulation of RUNX1 Expression and Activity","TNRC6B::TNRC6C"
"464","R-HSA-196299","0.3279","0.893","2","17","1","Beta-catenin phosphorylation cascade","PPP2CA::PPP2R1A"
"465","R-HSA-264642","0.3279","0.893","2","17","1","Acetylcholine Neurotransmitter Release Cycle","CPLX1::CHAT"
"466","R-HSA-9617828","0.3279","0.893","2","17","1","FOXO-mediated transcription of cell cycle genes","FOXO3::MSTN"
"467","R-HSA-9034015","0.3279","0.893","2","17","1","Signaling by NTRK3 (TRKC)","GRB2::NTF3"
"468","R-HSA-196757","0.3279","0.893","2","17","1","Metabolism of folate and pterines","MTHFD2L::SHMT2"
"469","R-HSA-2142845","0.3279","0.893","2","17","1","Hyaluronan metabolism","CHP1::HYAL1"
"470","R-HSA-6788467","0.3279","0.893","2","17","1","IL-6-type cytokine receptor ligand interactions","JAK1::OSMR"
"471","R-HSA-1482922","0.3279","0.893","2","17","1","Acyl chain remodelling of PI","PLA2G4E::PLA2G2E"
"472","R-HSA-190840","0.3279","0.893","2","17","1","Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane","TUBA1B::TUBA3E"
"473","R-HSA-390466","0.3284","0.7955","8","95","1","Chaperonin-mediated protein folding","TUBA1B::TUBA3E::FKBP9::GNG5::GNG7::GNG13::FBXW4::SKIV2L"
"474","R-HSA-196849","0.3284","0.7836","10","122","1","Metabolism of water-soluble vitamins and cofactors","CTRB1::CYB5A::MOCS1::MTHFD2L::CD320::PARP16::SHMT2::NADK::BTD::SLC23A1"
"475","R-HSA-8939211","0.3334","0.7603","15","191","1","ESR-mediated signaling","FKBP4::FOXO3::TNRC6B::FOS::NR5A2::GNG5::GNG7::GNG13::POLR2I::POLR2L::PPP5C::TNRC6C::NRIP1::H2AC18::H3C12"
"476","R-HSA-909733","0.3368","0.8059","6","69","1","Interferon alpha beta signaling","USP18::SAMHD1::IFNA6::IFNA8::JAK1::OAS3"
"477","R-HSA-6794361","0.3402","0.8152","5","56","1","Neurexins and neuroligins","SYT9::GRIN2A::CASK::SYT7::HOMER2"
"478","R-HSA-8874081","0.3404","0.8525","3","30","1","MET activates PTK2 signaling","LAMC3::LAMB1::LAMB2"
"479","R-HSA-114452","0.3404","0.8525","3","30","1","Activation of BH3-only proteins","YWHAQ::YWHAH::YWHAZ"
"480","R-HSA-8866652","0.3404","0.8525","3","30","1","Synthesis of active ubiquitin- roles of E1 and E2 enzymes","UBB::UBA1::UBE2G2"
"481","R-HSA-5655253","0.3421","0.8295","4","43","1","Signaling by FGFR2 in disease","GRB2::POLR2I::POLR2L::FGF17"
"482","R-HSA-168898","0.3434","0.7619","12","151","1","Toll-like Receptor Cascades","TAB2::FOS::NKIRAS2::NFKB2::PPP2CA::PPP2R1A::MAPK11::PELI2::SIGIRR::TLR3::UBB::CD14"
"483","R-HSA-1912399","0.3477","0.9412","1","6","1","Pre-NOTCH Processing in the Endoplasmic Reticulum","NOTCH4"
"484","R-HSA-8851907","0.3477","0.9412","1","6","1","MET activates PI3K AKT signaling","GRB2"
"485","R-HSA-5603029","0.3477","0.9412","1","6","1","IkBA variant leads to EDA-ID","NFKB2"
"486","R-HSA-9603381","0.3477","0.9412","1","6","1","Activated NTRK3 signals through PI3K","NTF3"
"487","R-HSA-1566977","0.3477","0.9412","1","6","1","Fibronectin matrix formation","CEACAM1"
"488","R-HSA-947581","0.3477","0.9412","1","6","1","Molybdenum cofactor biosynthesis","MOCS1"
"489","R-HSA-433692","0.3477","0.9412","1","6","1","Proton-coupled monocarboxylate transport","SLC16A3"
"490","R-HSA-9013957","0.3477","0.9412","1","6","1","TLR3-mediated TICAM1-dependent programmed cell death","TLR3"
"491","R-HSA-1237112","0.3477","0.9412","1","6","1","Methionine salvage pathway","MTAP"
"492","R-HSA-9022535","0.3477","0.9412","1","6","1","Loss of phosphorylation of MECP2 at T308","MECP2"
"493","R-HSA-9032845","0.3477","0.9412","1","6","1","Activated NTRK2 signals through CDK5","CDK5"
"494","R-HSA-3000471","0.3477","0.9412","1","6","1","Scavenging by Class B Receptors","SSC5D"
"495","R-HSA-8964208","0.3477","0.9412","1","6","1","Phenylalanine metabolism","ASRGL1"
"496","R-HSA-171319","0.3477","0.9412","1","6","1","Telomere Extension By Telomerase","NHP2"
"497","R-HSA-77288","0.3477","0.9412","1","6","1","mitochondrial fatty acid beta-oxidation of unsaturated fatty acids","DECR1"
"498","R-HSA-193993","0.3477","0.9412","1","6","1","Mineralocorticoid biosynthesis","LHB"
"499","R-HSA-1614517","0.3477","0.9412","1","6","1","Sulfide oxidation to sulfate","SQOR"
"500","R-HSA-6799990","0.3477","0.9412","1","6","1","Metal sequestration by antimicrobial proteins","LCN2"
"501","R-HSA-448424","0.3493","0.7961","6","70","1","Interleukin-17 signaling","TAB2::FOS::PPP2CA::PPP2R1A::MAPK11::UBB"
"502","R-HSA-1839117","0.3537","0.8778","2","18","1","Signaling by cytosolic FGFR1 fusion mutants","GRB2::LRRFIP1"
"503","R-HSA-181429","0.3537","0.8778","2","18","1","Serotonin Neurotransmitter Release Cycle","CPLX1::SYN3"
"504","R-HSA-2243919","0.3537","0.8778","2","18","1","Crosslinking of collagen fibrils","TLL2::LOXL3"
"505","R-HSA-210993","0.3537","0.8778","2","18","1","Tie2 Signaling","GRB2::TEK"
"506","R-HSA-1912420","0.3537","0.8778","2","18","1","Pre-NOTCH Processing in Golgi","NOTCH4::FURIN"
"507","R-HSA-168927","0.3537","0.8778","2","18","1","TICAM1, RIP1-mediated IKK complex recruitment","TLR3::UBB"
"508","R-HSA-9037629","0.3537","0.8778","2","18","1","Lewis blood group biosynthesis","FUT9::FUT10"
"509","R-HSA-1482925","0.3537","0.8778","2","18","1","Acyl chain remodelling of PG","PLA2G2E::LPCAT1"
"510","R-HSA-5654710","0.3537","0.8778","2","18","1","PI-3K cascade-FGFR3","GRB2::FGF17"
"511","R-HSA-5654704","0.3537","0.8778","2","18","1","SHC-mediated cascade-FGFR3","GRB2::FGF17"
"512","R-HSA-5675482","0.3537","0.8778","2","18","1","Regulation of necroptotic cell death","UBB::TNFSF10"
"513","R-HSA-190872","0.3537","0.8778","2","18","1","Transport of connexons to the plasma membrane","TUBA1B::TUBA3E"
"514","R-HSA-381340","0.3555","0.7814","7","84","1","Transcriptional regulation of white adipocyte differentiation","EGR2::NCOA6::MED15::TBL1X::MED23::MED20::TGS1"
"515","R-HSA-5683057","0.3576","0.7234","22","292","1","MAPK family signaling cascades","RANBP9::CSF2RB::NRG4::ETV4::RASA3::FOXO3::TNRC6B::GRB2::JAK1::SPRED3::MARK3::PDGFRA::PPP2CA::PPP2R1A::PPP5C::PRKACG::PSMD4::TNRC6C::TEK::UBB::CDC14A::FGF17"
"516","R-HSA-168271","0.3597","0.8393","3","31","1","Transport of Ribonucleoproteins into the Host Nucleus","NUP88::NUP133::NUP58"
"517","R-HSA-1839124","0.3597","0.8393","3","31","1","FGFR1 mutant receptor activation","GRB2::FGF17::LRRFIP1"
"518","R-HSA-983695","0.3597","0.8393","3","31","1","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers","GRB2::SH3KBP1::CD79A"
"519","R-HSA-168333","0.3597","0.8393","3","31","1","NEP NS2 Interacts with the Cellular Export Machinery","NUP88::NUP133::NUP58"
"520","R-HSA-182971","0.3597","0.8393","3","31","1","EGFR downregulation","GRB2::SH3KBP1::UBB"
"521","R-HSA-1296065","0.3597","0.8393","3","31","1","Inwardly rectifying K+ channels","GNG5::GNG7::KCNJ1"
"522","R-HSA-5626467","0.3597","0.8393","3","31","1","RHO GTPases activate IQGAPs","TUBA1B::TUBA3E::CTNNA1"
"523","R-HSA-397795","0.3597","0.8393","3","31","1","G-protein beta-gamma signalling","GNG5::GNG7::GNG13"
"524","R-HSA-70268","0.3597","0.8393","3","31","1","Pyruvate metabolism","LDHA::PDHB::SLC16A3"
"525","R-HSA-5619102","0.36","0.7696","8","98","1","SLC transporter disorders","SLC7A9::GCKR::NUP88::NUP133::SLC4A1::SLC4A4::SLC6A5::NUP58"
"526","R-HSA-159236","0.3618","0.7861","6","71","1","Transport of Mature mRNA derived from an Intron-Containing Transcript","RNPS1::NUP88::NUP133::U2AF1::EIF4A3::NUP58"
"527","R-HSA-73886","0.367","0.772","7","85","1","Chromosome Maintenance","CENPC::POLA2::CENPP::NHP2::CENPH::ACD::H2AC18"
"528","R-HSA-109582","0.3677","0.6918","44","605","1","Hemostasis","KIF20A::CDK5::TUBA1B::SLC7A9::TUBA3E::VPS45::CRK::F2R::F11::KIF1B::SIN3A::GNG5::GNG7::GRB2::SCG3::GUCY1B1::IFNA6::IFNA8::KCNMA1::KIF5A::KIF22::CYB5R1::GNG13::PPBP::PPP2CA::PPP2R1A::SRGN::DOCK10::PRKACG::PRKCE::RAB27B::RAD51B::CEACAM1::SELE::TEK::TGFB3::C1QBP::DAGLA::YWHAZ::MANF::H3C12::SLC16A3::GNA14::PHACTR2"
"529","R-HSA-3108232","0.3696","0.7353","13","168","1","SUMO E3 ligases SUMOylate target proteins","DNMT3B::NR5A2::SIN3A::HNRNPK::NFKB2::NUP88::CDCA8::NUP133::RARA::SP100::TOP2B::NRIP1::NUP58"
"530","R-HSA-71387","0.3699","0.7122","22","294","1","Metabolism of carbohydrates","B3GNT3::FUT9::SLC35D2::CHP1::PRPS1L1::AKR1B1::FMOD::GCKR::HYAL1::NUP88::DCXR::PPP2CA::PPP2R1A::PRKACG::NUP133::XYLT2::ST3GAL1::UBB::FUT10::B4GALT3::NUP58::HS3ST3B1"
"531","R-HSA-611105","0.3706","0.7607","8","99","1","Respiratory electron transport","COX20::COX6C::COX18::ND1::NDUFA4::NDUFS4::COX16::UQCRH"
"532","R-HSA-1566948","0.3741","0.8057","4","45","1","Elastic fibre formation","FBN1::FURIN::TGFB3::LOXL3"
"533","R-HSA-4570464","0.3741","0.8057","4","45","1","SUMOylation of RNA binding proteins","HNRNPK::NUP88::NUP133::NUP58"
"534","R-HSA-190828","0.3741","0.8057","4","45","1","Gap junction trafficking","TUBA1B::TUBA3E::GJB1::GJC2"
"535","R-HSA-418346","0.3784","0.7624","7","86","1","Platelet homeostasis","GNG5::GNG7::GUCY1B1::KCNMA1::GNG13::PPP2CA::PPP2R1A"
"536","R-HSA-450531","0.3784","0.7624","7","86","1","Regulation of mRNA stability by proteins that bind AU-rich elements","DCP2::EXOSC7::MAPK11::EXOSC5::PSMD4::UBB::YWHAZ"
"537","R-HSA-5673000","0.3789","0.8256","3","32","1","RAF activation","MARK3::PPP2CA::PPP2R1A"
"538","R-HSA-451326","0.3789","0.8256","3","32","1","Activation of kainate receptors upon glutamate binding","GNG5::GNG7::GNG13"
"539","R-HSA-5334118","0.3789","0.8256","3","32","1","DNA methylation","DNMT3B::H2AC18::H3C12"
"540","R-HSA-888590","0.379","0.8619","2","19","1","GABA synthesis, release, reuptake and degradation","CPLX1::SLC6A13"
"541","R-HSA-1236382","0.379","0.8619","2","19","1","Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants","GRB2::UBB"
"542","R-HSA-5637815","0.379","0.8619","2","19","1","Signaling by Ligand-Responsive EGFR Variants in Cancer","GRB2::UBB"
"543","R-HSA-70895","0.379","0.8619","2","19","1","Branched-chain amino acid catabolism","BCKDK::BCAT2"
"544","R-HSA-176412","0.379","0.8619","2","19","1","Phosphorylation of the APC C","CDC26::ANAPC11"
"545","R-HSA-8851708","0.379","0.8619","2","19","1","Signaling by FGFR2 IIIa TM","POLR2I::POLR2L"
"546","R-HSA-112382","0.382","0.7826","5","59","1","Formation of RNA Pol II elongation complex ","POLR2I::POLR2L::EAF2::EAF1::CCNK"
